zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,latitude,longitude,country,decommissioned,estimated_population,notes
1002,STANDARD,Amherst,"Cushman, Pelham",South Amherst,MA,Hampshire County,42.37,-72.52,US,0,16532,
1011,STANDARD,Chester,,,MA,Hampden County,42.28,-72.98,US,0,1012,
1022,STANDARD,Chicopee,Westover Afb,,MA,Hampden County,42.17,-72.57,US,0,1713,
1028,STANDARD,East Longmeadow,E Longmeadow,,MA,Hampden County,42.06,-72.51,US,0,14024,
1031,STANDARD,Gilbertville,,Old Furnace,MA,Worcester County,42.35,-72.21,US,0,932,
1040,STANDARD,Holyoke,,Halyoke,MA,Hampden County,42.21,-72.64,US,0,26316,
1053,STANDARD,Leeds,,,MA,Hampshire County,42.35,-72.71,US,0,1407,
1062,STANDARD,Florence,"Bay State Village, Bay State Vlg, Northampton",North Hampton,MA,Hampshire County,42.32,-72.67,US,0,9483,
1073,STANDARD,Southampton,,,MA,Hampshire County,42.23,-72.73,US,0,5385,
1088,STANDARD,West Hatfield,W Hatfield,,MA,Hampshire County,42.39,-72.64,US,0,458,
1095,STANDARD,Wilbraham,,,MA,Hampden County,42.13,-72.43,US,0,13107,
1106,STANDARD,Longmeadow,"Spfld, Springfield",,MA,Hampden County,42.04,-72.57,US,0,14332,
1119,STANDARD,Springfield,,Spfld,MA,Hampden County,42.11,-72.53,US,0,9915,
1128,STANDARD,Springfield,,Spfld,MA,Hampden County,42.11,-72.53,US,0,2510,
1151,STANDARD,Indian Orchard,"Indian Orch, Springfield",Spfld,MA,Hampden County,42.15,-72.51,US,0,6080,
1195,STANDARD,Springfield,Springfield Bmc,,MA,Hampden County,42.1,-72.58,US,1,0,Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website
1201,STANDARD,Pittsfield,,Allendale,MA,Berkshire County,42.45,-73.26,US,0,36002,
1220,STANDARD,Adams,,,MA,Berkshire County,42.62,-73.11,US,0,6993,
1226,STANDARD,Dalton,,,MA,Berkshire County,42.47,-73.16,US,0,5793,
1230,STANDARD,Great Barrington,"Egremont, Gt Barrington, N Egremont, New Marlboro, New Marlborou, New Marlborough, North Egremont, Simons Rock","Alford, Berkshire Heights, Hartsville, Risingdale, Van Deusenville",MA,Berkshire County,42.19,-73.35,US,0,5873,
1235,STANDARD,Hinsdale,Peru,,MA,Berkshire County,42.42,-73.07,US,0,2476,
1238,STANDARD,Lee,,W Becket,MA,Berkshire County,42.3,-73.25,US,0,5056,
1240,STANDARD,Lenox,,,MA,Berkshire County,42.35,-73.28,US,0,4020,
1245,STANDARD,Monterey,West Otis,,MA,Berkshire County,42.18,-73.21,US,0,682,
1259,STANDARD,Southfield,,,MA,Berkshire County,42.07,-73.23,US,0,438,
1266,STANDARD,West Stockbridge,"Alford, W Stockbridge","Interlaken, West Stockbridge Center",MA,Berkshire County,42.31,-73.39,US,0,1182,
1270,STANDARD,Windsor,,East Windsor,MA,Berkshire County,42.51,-73.04,US,0,694,
1301,STANDARD,Greenfield,Leyden,,MA,Franklin County,42.58,-72.59,US,0,13381,
1330,STANDARD,Ashfield,,South Ashfield,MA,Franklin County,42.53,-72.78,US,0,1345,
1349,STANDARD,Millers Falls,,Turners Falls,MA,Franklin County,42.59,-72.55,US,0,697,
1351,STANDARD,Montague,,,MA,Franklin County,42.53,-72.53,US,0,2016,
1360,STANDARD,Northfield,,"N Field, No Field",MA,Franklin County,42.7,-72.43,US,0,2627,
1368,STANDARD,Royalston,S Royalston,Athol,MA,Worcester County,42.68,-72.18,US,0,1081,
1379,STANDARD,Wendell,,,MA,Franklin County,42.55,-72.4,US,0,625,
1380,STANDARD,Wendell Depot,,,MA,Franklin County,42.58,-72.37,US,0,0,
1420,STANDARD,Fitchburg,,,MA,Worcester County,42.58,-71.81,US,0,28652,
1430,STANDARD,Ashburnham,,South Ashburnham,MA,Worcester County,42.63,-71.9,US,0,5364,
1440,STANDARD,Gardner,,,MA,Worcester County,42.58,-71.98,US,0,15067,
1450,STANDARD,Groton,,,MA,Middlesex County,42.6,-71.57,US,0,9198,
1469,STANDARD,Townsend,,,MA,Middlesex County,42.66,-71.7,US,0,6266,
1473,STANDARD,Westminster,,,MA,Worcester County,42.55,-71.9,US,0,6741,
1501,STANDARD,Auburn,,,MA,Worcester County,42.2,-71.83,US,0,14232,
1510,STANDARD,Clinton,,,MA,Worcester County,42.41,-71.68,US,0,11365,
1529,STANDARD,Millville,,,MA,Worcester County,42.03,-71.58,US,0,2734,
1531,STANDARD,New Braintree,,,MA,Worcester County,42.31,-72.13,US,0,865,
1543,STANDARD,Rutland,,,MA,Worcester County,42.36,-71.95,US,0,6893,
1550,STANDARD,Southbridge,,"Globe Village, Sandersdale",MA,Worcester County,42.08,-72.03,US,0,13355,
1560,STANDARD,South Grafton,,Saundersville,MA,Worcester County,42.17,-71.68,US,0,3675,
1571,STANDARD,Dudley,,,MA,Worcester County,42.05,-71.93,US,0,9200,
1581,STANDARD,Westborough,,Westboro,MA,Worcester County,42.26,-71.61,US,0,16691,
1590,STANDARD,Sutton,"Wilkinsonvile, Wilkinsonville",,MA,Worcester County,42.15,-71.76,US,0,7702,
1602,STANDARD,Worcester,,West Side,MA,Worcester County,42.26,-71.8,US,0,18196,
1611,STANDARD,Cherry Valley,,,MA,Worcester County,42.23,-71.87,US,0,1777,
1655,STANDARD,Worcester,,,MA,Worcester County,42.26,-71.8,US,0,0,
1701,STANDARD,Framingham,,"Framingham Center, Framingham So, Saxonville",MA,Middlesex County,42.3,-71.43,US,0,27821,
1719,STANDARD,Boxborough,"Acton, Boxboro",,MA,Middlesex County,42.5,-71.5,US,0,4749,
1720,STANDARD,Acton,,"W Acton, West Acton",MA,Middlesex County,42.48,-71.46,US,0,19114,
1730,STANDARD,Bedford,,,MA,Middlesex County,42.48,-71.26,US,0,11940,
1731,STANDARD,Hanscom Afb,Bedford,,MA,Middlesex County,42.46,-71.28,US,0,1343,
1740,STANDARD,Bolton,,,MA,Worcester County,42.43,-71.6,US,0,4456,
1757,STANDARD,Milford,,,MA,Worcester County,42.14,-71.51,US,0,22801,
1760,STANDARD,Natick,,"N Natick, No Natick, North Natick, S Natick, So Natick, South Natick",MA,Middlesex County,42.28,-71.35,US,0,28611,
1770,STANDARD,Sherborn,,,MA,Middlesex County,42.23,-71.36,US,0,3937,
1772,STANDARD,Southborough,,Southboro,MA,Worcester County,42.3,-71.51,US,0,8678,
1773,STANDARD,Lincoln,,Lincoln Center,MA,Middlesex County,42.41,-71.3,US,0,4870,
1775,STANDARD,Stow,,,MA,Middlesex County,42.43,-71.5,US,0,6132,
1776,STANDARD,Sudbury,,"N Sudbury, North Sudbury",MA,Middlesex County,42.36,-71.4,US,0,16252,
1778,STANDARD,Wayland,,Cochituate,MA,Middlesex County,42.36,-71.36,US,0,12273,
1801,STANDARD,Woburn,,,MA,Middlesex County,42.48,-71.15,US,0,33608,
1810,STANDARD,Andover,,,MA,Essex County,42.65,-71.14,US,0,30346,
1821,STANDARD,Billerica,,,MA,Middlesex County,42.55,-71.26,US,0,26961,
1835,STANDARD,Haverhill,"Bradford, Ward Hill",,MA,Essex County,42.78,-71.08,US,0,11875,
1840,STANDARD,Lawrence,,,MA,Essex County,42.7,-71.16,US,0,3383,
1850,STANDARD,Lowell,,,MA,Middlesex County,42.63,-71.32,US,0,11001,
1851,STANDARD,Lowell,,,MA,Middlesex County,42.63,-71.32,US,0,23694,
1852,STANDARD,Lowell,,,MA,Middlesex County,42.63,-71.32,US,0,23950,
1854,STANDARD,Lowell,,,MA,Middlesex County,42.63,-71.32,US,0,17446,
1860,STANDARD,Merrimac,,,MA,Essex County,42.83,-71,US,0,5611,
1862,STANDARD,North Billerica,N Billerica,Billerica,MA,Middlesex County,42.57,-71.29,US,0,8263,
1863,STANDARD,North Chelmsford,N Chelmsford,,MA,Middlesex County,42.63,-71.39,US,0,7753,
1864,STANDARD,North Reading,,N Reading,MA,Middlesex County,42.56,-71.06,US,0,13411,
1867,STANDARD,Reading,,,MA,Middlesex County,42.53,-71.1,US,0,21499,
1876,STANDARD,Tewksbury,,,MA,Middlesex County,42.61,-71.23,US,0,25645,
1879,STANDARD,Tyngsboro,,Tyngsborough,MA,Middlesex County,42.68,-71.41,US,0,10293,
1880,STANDARD,Wakefield,,,MA,Middlesex County,42.5,-71.06,US,0,22162,
1886,STANDARD,Westford,,"Forge Village, Nabnasset",MA,Middlesex County,42.58,-71.43,US,0,20376,
1887,STANDARD,Wilmington,,,MA,Middlesex County,42.55,-71.16,US,0,20129,
1890,STANDARD,Winchester,,,MA,Middlesex County,42.45,-71.14,US,0,19213,
1901,STANDARD,Lynn,,,MA,Essex County,42.47,-70.96,US,0,1155,
1902,STANDARD,Lynn,,,MA,Essex County,42.47,-70.96,US,0,30268,
1904,STANDARD,Lynn,East Lynn,,MA,Essex County,42.47,-70.96,US,0,15967,
1905,STANDARD,Lynn,West Lynn,,MA,Essex County,42.47,-70.96,US,0,18244,
1906,STANDARD,Saugus,,,MA,Essex County,42.46,-71.01,US,0,23413,
1907,STANDARD,Swampscott,,,MA,Essex County,42.46,-70.89,US,0,12470,
1908,STANDARD,Nahant,,,MA,Essex County,42.42,-70.92,US,0,3119,
1913,STANDARD,Amesbury,,,MA,Essex County,42.85,-70.92,US,0,14037,
1915,STANDARD,Beverly,,Beverly Farms,MA,Essex County,42.55,-70.84,US,0,31324,
1921,STANDARD,Boxford,,,MA,Essex County,42.67,-70.98,US,0,7331,
1922,STANDARD,Byfield,Newbury,,MA,Essex County,42.75,-70.93,US,0,2848,
1923,STANDARD,Danvers,,,MA,Essex County,42.57,-70.95,US,0,23360,
1929,STANDARD,Essex,,,MA,Essex County,42.63,-70.77,US,0,2928,
1930,STANDARD,Gloucester,,Magnolia,MA,Essex County,42.62,-70.66,US,0,23856,
1938,STANDARD,Ipswich,,,MA,Essex County,42.67,-70.83,US,0,11683,
1940,STANDARD,Lynnfield,,South Lynnfield,MA,Essex County,42.53,-71.04,US,0,10993,
1944,STANDARD,Manchester,Manchester By The Sea,,MA,Essex County,42.56,-70.76,US,0,4620,
1945,STANDARD,Marblehead,,Mhead,MA,Essex County,42.5,-70.85,US,0,18127,
1949,STANDARD,Middleton,,,MA,Essex County,42.6,-71.01,US,0,6965,
1950,STANDARD,Newburyport,,Plum Island,MA,Essex County,42.81,-70.88,US,0,15198,
1951,STANDARD,Newbury,Newburyport,Plum Island,MA,Essex County,42.8,-71,US,0,3207,
1952,STANDARD,Salisbury,"Salisbury Bch, Salisbury Beach",,MA,Essex County,42.83,-70.84,US,0,6787,
1960,STANDARD,Peabody,,West Peabody,MA,Essex County,42.53,-70.97,US,0,43688,
1966,STANDARD,Rockport,,Pigeon Cove,MA,Essex County,42.64,-70.61,US,0,6287,
1969,STANDARD,Rowley,,,MA,Essex County,42.71,-70.87,US,0,5259,
1970,STANDARD,Salem,,,MA,Essex County,42.51,-70.9,US,0,32194,
1982,STANDARD,South Hamilton,S Hamilton,Hamilton,MA,Essex County,42.62,-70.86,US,0,6501,
1983,STANDARD,Topsfield,,,MA,Essex County,42.63,-70.95,US,0,5449,
1984,STANDARD,Wenham,,,MA,Essex County,42.6,-70.88,US,0,3350,
1985,STANDARD,West Newbury,,,MA,Essex County,42.8,-71,US,0,3927,
2019,STANDARD,Bellingham,,,MA,Norfolk County,42.09,-71.47,US,0,14707,
2021,STANDARD,Canton,,,MA,Norfolk County,42.15,-71.13,US,0,18954,
2025,STANDARD,Cohasset,,,MA,Norfolk County,42.23,-70.8,US,0,6515,
2026,STANDARD,Dedham,,,MA,Norfolk County,42.24,-71.17,US,0,20528,
2030,STANDARD,Dover,,,MA,Norfolk County,42.24,-71.27,US,0,5123,
2031,STANDARD,East Mansfield,"Mansfield, E Mansfield",,MA,Bristol County,42.02,-71.17,US,1,0,Converted Decommisioned Zipcodes
2032,STANDARD,East Walpole,,"E Walpole, Walpole",MA,Norfolk County,42.15,-71.21,US,0,3705,
2035,STANDARD,Foxboro,Foxborough,,MA,Norfolk County,42.06,-71.24,US,0,14783,
2038,STANDARD,Franklin,,,MA,Norfolk County,42.08,-71.38,US,0,27220,
2043,STANDARD,Hingham,,Accord,MA,Plymouth County,42.23,-70.88,US,0,19512,
2045,STANDARD,Hull,,Nantasket Beach,MA,Plymouth County,42.3,-70.9,US,0,8990,
2048,STANDARD,Mansfield,,,MA,Bristol County,42.02,-71.21,US,0,20294,
2050,STANDARD,Marshfield,,,MA,Plymouth County,42.09,-70.7,US,0,19432,
2052,STANDARD,Medfield,,,MA,Norfolk County,42.18,-71.3,US,0,11150,
2053,STANDARD,Medway,,,MA,Norfolk County,42.13,-71.4,US,0,11358,
2054,STANDARD,Millis,,,MA,Norfolk County,42.16,-71.35,US,0,7110,
2056,STANDARD,Norfolk,,,MA,Norfolk County,42.11,-71.31,US,0,8410,
2061,STANDARD,Norwell,,,MA,Plymouth County,42.16,-70.78,US,0,9372,
2062,STANDARD,Norwood,,,MA,Norfolk County,42.18,-71.19,US,0,24326,
2066,STANDARD,Scituate,,"Scituate Center, Scituate Harbor",MA,Plymouth County,42.18,-70.73,US,0,14992,
2067,STANDARD,Sharon,,,MA,Norfolk County,42.11,-71.18,US,0,16154,
2071,STANDARD,South Walpole,,"S Walpole, Walpole",MA,Norfolk County,42.09,-71.27,US,0,934,
2072,STANDARD,Stoughton,,,MA,Norfolk County,42.11,-71.1,US,0,23389,
2081,STANDARD,Walpole,,,MA,Norfolk County,42.13,-71.24,US,0,16471,
2090,STANDARD,Westwood,,Islington,MA,Norfolk County,42.21,-71.21,US,0,13095,
2093,STANDARD,Wrentham,,,MA,Norfolk County,42.06,-71.33,US,0,9499,
2108,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,3312,
2109,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,4145,
2110,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,4313,
2111,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,4467,
2113,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,4799,
2114,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,8116,
2115,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,9923,
2116,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,13687,
2118,STANDARD,Boston,Roxbury,,MA,Suffolk County,42.35,-71.06,US,0,16795,
2119,STANDARD,Roxbury,Boston,,MA,Suffolk County,42.35,-71.06,US,0,17302,
2120,STANDARD,Roxbury Crossing,"Boston, Mission Hill, Roxbury, Roxbury Xing",,MA,Suffolk County,42.35,-71.06,US,0,7048,
2121,STANDARD,Dorchester,"Boston, Grove Hall",,MA,Suffolk County,42.35,-71.06,US,0,16415,
2122,STANDARD,Dorchester,Boston,,MA,Suffolk County,42.35,-71.06,US,0,16592,
2124,STANDARD,Dorchester Center,"Boston, Dorchester, Dorchestr Ctr",,MA,Suffolk County,42.35,-71.06,US,0,33570,
2125,STANDARD,Dorchester,"Boston, Uphams Corner",,MA,Suffolk County,42.35,-71.06,US,0,22994,
2126,STANDARD,Mattapan,Boston,Hyde Park,MA,Suffolk County,42.26,-71.1,US,0,19266,
2127,STANDARD,Boston,South Boston,S Boston,MA,Suffolk County,42.35,-71.06,US,0,24051,
2128,STANDARD,Boston,East Boston,E Boston,MA,Suffolk County,42.35,-71.06,US,0,27419,
2129,STANDARD,Charlestown,Boston,,MA,Suffolk County,42.38,-71.06,US,0,13311,
2130,STANDARD,Jamaica Plain,Boston,,MA,Suffolk County,42.3,-71.11,US,0,27060,
2131,STANDARD,Roslindale,Boston,,MA,Suffolk County,42.28,-71.13,US,0,23881,
2132,STANDARD,West Roxbury,Boston,W Roxbury,MA,Suffolk County,42.28,-71.16,US,0,21756,
2133,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,0,
2134,STANDARD,Allston,Boston,,MA,Suffolk County,42.35,-71.13,US,0,12051,
2135,STANDARD,Brighton,Boston,,MA,Suffolk County,42.35,-71.15,US,0,27370,
2136,STANDARD,Hyde Park,"Boston, Readville",,MA,Suffolk County,42.26,-71.11,US,0,23209,
2138,STANDARD,Cambridge,,,MA,Middlesex County,42.37,-71.11,US,0,21578,
2139,STANDARD,Cambridge,,"Cambridgeport, Inman Square",MA,Middlesex County,42.37,-71.11,US,0,25969,
2140,STANDARD,Cambridge,"N Cambridge, North Cambridge",Porter Square,MA,Middlesex County,42.37,-71.11,US,0,14277,
2141,STANDARD,Cambridge,"E Cambridge, East Cambridge",,MA,Middlesex County,42.37,-71.11,US,0,8418,
2142,STANDARD,Cambridge,,Kendall Square,MA,Middlesex County,42.37,-71.11,US,0,2011,
2143,STANDARD,Somerville,,"E Somerville, East Somerville",MA,Middlesex County,42.39,-71.1,US,0,18622,
2144,STANDARD,Somerville,"W Somerville, West Somerville",,MA,Middlesex County,42.39,-71.1,US,0,18051,
2145,STANDARD,Somerville,Winter Hill,,MA,Middlesex County,42.39,-71.1,US,0,18704,
2148,STANDARD,Malden,,,MA,Middlesex County,42.43,-71.05,US,0,47104,
2149,STANDARD,Everett,,,MA,Middlesex County,42.4,-71.05,US,0,30367,
2150,STANDARD,Chelsea,,,MA,Suffolk County,42.39,-71.03,US,0,23718,
2151,STANDARD,Revere,,"Beachmont, Revere Beach",MA,Suffolk County,42.41,-70.99,US,0,38954,
2152,STANDARD,Winthrop,,,MA,Suffolk County,42.37,-70.98,US,0,14181,
2155,STANDARD,Medford,,"W Medford, West Medford",MA,Middlesex County,42.42,-71.1,US,0,44783,
2163,STANDARD,Boston,Cambridge,Soldiers Field,MA,Suffolk County,42.35,-71.06,US,0,723,
2169,STANDARD,Quincy,,"Houghs Neck, Quincy Center, South Quincy, West Quincy",MA,Norfolk County,42.26,-71,US,0,43214,
2170,STANDARD,Quincy,Wollaston,,MA,Norfolk County,42.26,-71,US,0,16193,
2171,STANDARD,Quincy,"North Quincy, Squantum","Marina Bay, N Quincy, No Quincy, Norfolk Downs",MA,Norfolk County,42.26,-71,US,0,15503,
2176,STANDARD,Melrose,,,MA,Middlesex County,42.45,-71.05,US,0,23311,
2180,STANDARD,Stoneham,,,MA,Middlesex County,42.47,-71.09,US,0,19086,
2184,STANDARD,Braintree,,"Braintree Highlands, Braintree Hld, E Braintree, East Braintree",MA,Norfolk County,42.2,-71,US,0,30406,
2186,STANDARD,Milton,,East Milton,MA,Norfolk County,42.24,-71.08,US,0,22628,
2188,STANDARD,Weymouth,,Weymouth Lndg,MA,Norfolk County,42.2,-70.94,US,0,12116,
2189,STANDARD,East Weymouth,Weymouth,,MA,Norfolk County,42.2,-70.94,US,0,11769,
2190,STANDARD,South Weymouth,"S Weymouth, Weymouth",Weymouth Nas,MA,Norfolk County,42.2,-70.94,US,0,13851,
2191,STANDARD,North Weymouth,"N Weymouth, Weymouth",,MA,Norfolk County,42.2,-70.94,US,0,7287,
2199,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,1239,
2203,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,0,
2210,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,1495,
2215,STANDARD,Boston,,"Boston University, Kenmore",MA,Suffolk County,42.35,-71.06,US,0,7098,
2222,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,0,
2283,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,0,
2284,STANDARD,Boston,,,MA,Suffolk County,42.35,-71.06,US,0,0,
2301,STANDARD,Brockton,,,MA,Plymouth County,42.08,-71.02,US,0,44024,
2302,STANDARD,Brockton,,,MA,Plymouth County,42.08,-71.02,US,0,25132,
2322,STANDARD,Avon,,,MA,Norfolk County,42.11,-71.03,US,0,3831,
2324,STANDARD,Bridgewater,,,MA,Plymouth County,41.98,-70.97,US,0,19223,
2330,STANDARD,Carver,,,MA,Plymouth County,41.88,-70.76,US,0,9328,
2332,STANDARD,Duxbury,,,MA,Plymouth County,42.04,-70.67,US,0,11874,
2333,STANDARD,East Bridgewater,"E Bridgewater, E Bridgewtr",,MA,Plymouth County,42.03,-70.95,US,0,11875,
2338,STANDARD,Halifax,,,MA,Plymouth County,41.98,-70.86,US,0,6682,
2339,STANDARD,Hanover,,"Assinippi, West Hanover",MA,Plymouth County,42.11,-70.81,US,0,12397,
2341,STANDARD,Hanson,,,MA,Plymouth County,42.06,-70.85,US,0,8504,
2343,STANDARD,Holbrook,,,MA,Norfolk County,42.14,-71,US,0,9085,
2346,STANDARD,Middleboro,,Middleborough,MA,Plymouth County,41.86,-70.9,US,0,19462,
2347,STANDARD,Lakeville,,Middleboro,MA,Plymouth County,41.85,-70.95,US,0,9319,
2351,STANDARD,Abington,,,MA,Plymouth County,42.11,-70.95,US,0,13780,
2356,STANDARD,North Easton,,"Easton, N Easton, No Easton",MA,Bristol County,42.05,-71.1,US,0,10331,
2359,STANDARD,Pembroke,,East Pembroke,MA,Plymouth County,42.06,-70.8,US,0,15037,
2360,STANDARD,Plymouth,,Cedarville,MA,Plymouth County,41.95,-70.66,US,0,44333,
2364,STANDARD,Kingston,,"Rocky Nook, Silver Lake",MA,Plymouth County,41.99,-70.71,US,0,10556,
2367,STANDARD,Plympton,,,MA,Plymouth County,41.95,-70.81,US,0,2488,
2368,STANDARD,Randolph,,,MA,Norfolk County,42.17,-71.05,US,0,26599,
2370,STANDARD,Rockland,,,MA,Plymouth County,42.13,-70.91,US,0,14690,
2375,STANDARD,South Easton,,"Easton, S Easton, So Easton",MA,Bristol County,42.03,-71.1,US,0,8528,
2379,STANDARD,West Bridgewater,W Bridgewater,,MA,Plymouth County,42.01,-71,US,0,6030,
2382,STANDARD,Whitman,,,MA,Plymouth County,42.08,-70.93,US,0,12411,
2420,STANDARD,Lexington,,,MA,Middlesex County,42.44,-71.23,US,0,13148,
2421,STANDARD,Lexington,,,MA,Middlesex County,42.44,-71.23,US,0,15237,
2445,STANDARD,Brookline,,,MA,Norfolk County,42.32,-71.14,US,0,16149,
2446,STANDARD,Brookline,,,MA,Norfolk County,42.32,-71.14,US,0,21302,
2451,STANDARD,Waltham,North Waltham,,MA,Middlesex County,42.38,-71.24,US,0,14526,
2452,STANDARD,Waltham,North Waltham,,MA,Middlesex County,42.38,-71.24,US,0,9731,
2453,STANDARD,Waltham,South Waltham,,MA,Middlesex County,42.38,-71.24,US,0,20076,
2458,STANDARD,Newton,Newtonville,Riverside,MA,Middlesex County,42.33,-71.2,US,0,10355,
2459,STANDARD,Newton Center,"Newton, Newton Centre","Newton Cntr, Newton Ctr",MA,Middlesex County,42.31,-71.19,US,0,16153,
2460,STANDARD,Newtonville,Newton,,MA,Middlesex County,42.35,-71.2,US,0,7764,
2461,STANDARD,Newton Highlands,"Newton, Newton Hlds",,MA,Middlesex County,42.31,-71.2,US,0,6253,
2462,STANDARD,Newton Lower Falls,"Newton, Newton L F, Newtonville",,MA,Middlesex County,42.33,-71.25,US,0,1184,
2464,STANDARD,Newton Upper Falls,"Newton, Newton U F",,MA,Middlesex County,42.31,-71.22,US,0,2480,
2465,STANDARD,West Newton,Newton,W Newton,MA,Middlesex County,42.35,-71.22,US,0,10288,
2466,STANDARD,Auburndale,,Newton,MA,Middlesex County,42.34,-71.24,US,0,5838,
2467,STANDARD,Chestnut Hill,"Boston Clg, Boston College","Brookline, Newton",MA,Norfolk County,42.31,-71.16,US,0,13071,
2468,STANDARD,Waban,,Newton,MA,Middlesex County,42.32,-71.23,US,0,5140,
2472,STANDARD,Watertown,"E Watertown, East Watertown",,MA,Middlesex County,42.36,-71.17,US,0,26221,
2474,STANDARD,Arlington,"E Arlington, East Arlington",,MA,Middlesex County,42.41,-71.16,US,0,22275,
2476,STANDARD,Arlington,,,MA,Middlesex County,42.41,-71.16,US,0,14383,
2478,STANDARD,Belmont,,,MA,Middlesex County,42.39,-71.18,US,0,21169,
2481,STANDARD,Wellesley Hills,"Wellesley, Wellesley Hls",Wellesley Fms,MA,Norfolk County,42.31,-71.27,US,0,13012,
2482,STANDARD,Wellesley,,,MA,Norfolk County,42.3,-71.28,US,0,8821,
2492,STANDARD,Needham,,Needham Jct,MA,Norfolk County,42.28,-71.24,US,0,17587,
2493,STANDARD,Weston,,"Cherry Brook, Hastings, Kendal Green, Silver Hill, Stony Brook",MA,Middlesex County,42.36,-71.26,US,0,9839,
2494,STANDARD,Needham Heights,"Needham, Needham Hgts",,MA,Norfolk County,42.28,-71.24,US,0,7910,
2532,STANDARD,Buzzards Bay,Bourne,,MA,Barnstable County,41.75,-70.61,US,0,8780,
2535,STANDARD,Chilmark,"Aquinnah, Gay Head",,MA,Dukes County,41.34,-70.74,US,0,1000,
2536,STANDARD,East Falmouth,"E Falmouth, Ea Falmouth, Hatchville, Teaticket, Waquoit",,MA,Barnstable County,41.56,-70.55,US,0,16726,
2537,STANDARD,East Sandwich,E Sandwich,,MA,Barnstable County,41.73,-70.43,US,0,5529,
2538,STANDARD,East Wareham,E Wareham,,MA,Plymouth County,41.77,-70.64,US,0,3657,
2539,STANDARD,Edgartown,,Chappaquiddick Island,MA,Dukes County,41.38,-70.53,US,0,4236,
2540,STANDARD,Falmouth,,,MA,Barnstable County,41.56,-70.62,US,0,5909,
2542,STANDARD,Buzzards Bay,Otis Angb,"Otis A F B, Otis Air National Guard, Otis Ang",MA,Barnstable County,41.75,-70.61,US,0,581,
2543,STANDARD,Woods Hole,Falmouth,Woodshole,MA,Barnstable County,41.52,-70.66,US,0,834,
2554,STANDARD,Nantucket,,,MA,Nantucket County,41.27,-70.1,US,0,7752,
2556,STANDARD,North Falmouth,N Falmouth,,MA,Barnstable County,41.64,-70.63,US,0,3327,
2557,STANDARD,Oak Bluffs,,,MA,Dukes County,41.45,-70.56,US,0,2451,
2559,STANDARD,Pocasset,,Bourne,MA,Barnstable County,41.69,-70.63,US,0,2864,
2562,STANDARD,Sagamore Beach,Sagamore Bch,,MA,Barnstable County,41.79,-70.53,US,0,2870,
2563,STANDARD,Sandwich,,,MA,Barnstable County,41.75,-70.49,US,0,9499,
2568,STANDARD,Vineyard Haven,Vineyard Hvn,"North Tisbury, Tisbury, West Tisbury",MA,Dukes County,41.45,-70.6,US,0,5903,
2571,STANDARD,Wareham,,,MA,Plymouth County,41.76,-70.71,US,0,8360,
2576,STANDARD,West Wareham,,W Wareham,MA,Plymouth County,41.78,-70.75,US,0,3479,
2601,STANDARD,Hyannis,,,MA,Barnstable County,41.65,-70.29,US,0,10685,
2630,STANDARD,Barnstable,,,MA,Barnstable County,41.7,-70.3,US,0,1895,
2631,STANDARD,Brewster,,,MA,Barnstable County,41.76,-70.08,US,0,8575,
2632,STANDARD,Centerville,,,MA,Barnstable County,41.66,-70.34,US,0,9476,
2633,STANDARD,Chatham,,,MA,Barnstable County,41.67,-69.96,US,0,3482,
2635,STANDARD,Cotuit,,,MA,Barnstable County,41.62,-70.44,US,0,3159,
2636,STANDARD,Centerville,,,MA,Barnstable County,41.64,-70.34,US,1,0,Converted Decommisioned Zipcodes
2638,STANDARD,Dennis,,,MA,Barnstable County,41.73,-70.2,US,0,2894,
2639,STANDARD,Dennis Port,Dennisport,,MA,Barnstable County,41.66,-70.13,US,0,2683,
2642,STANDARD,Eastham,,,MA,Barnstable County,41.83,-69.96,US,0,3336,
2649,STANDARD,Mashpee,,"New Seabury, South Mashpee",MA,Barnstable County,41.65,-70.48,US,0,12354,
2650,STANDARD,North Chatham,,N Chatham,MA,Barnstable County,41.7,-69.95,US,0,861,
2659,STANDARD,South Chatham,,,MA,Barnstable County,41.68,-70.02,US,0,985,
2668,STANDARD,West Barnstable,W Barnstble,W Barnstable,MA,Barnstable County,41.7,-70.37,US,0,2937,
