zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,latitude,longitude,country,decommissioned,estimated_population,notes
54552,STANDARD,Park Falls,,"Eisenstein, Kaiser, Lake, Lymantown, Sherman, Springstead",WI,Price County,45.93,-90.44,US,0,3999,
54554,STANDARD,Phelps,,,WI,Vilas County,46.06,-89.08,US,0,968,
54555,STANDARD,Phillips,,"Elk, Hackett, Luger, Lugerville, Worcester",WI,Price County,45.69,-90.39,US,0,4413,
54556,STANDARD,Prentice,,,WI,Price County,45.54,-90.28,US,0,1063,
54557,STANDARD,Presque Isle,Winchester,,WI,Vilas County,46.25,-89.73,US,0,765,
54558,STANDARD,Saint Germain,,St Germain,WI,Vilas County,45.91,-89.49,US,0,2094,
54559,STANDARD,Saxon,Gurney,Cedar,WI,Iron County,46.49,-90.41,US,0,538,
54560,STANDARD,Sayner,,Plum Lake,WI,Vilas County,46,-89.53,US,0,558,
54561,STANDARD,Star Lake,,"Sayner, Starlake",WI,Vilas County,46.03,-89.46,US,0,0,
54562,STANDARD,Three Lakes,,"Clearwater Lake, Clearwater Lk",WI,Oneida County,45.79,-89.16,US,0,1804,
54563,STANDARD,Tony,,,WI,Rusk County,45.48,-90.99,US,0,617,
54564,STANDARD,Tripoli,,Spirit Falls,WI,Oneida County,45.55,-90,US,0,0,
54565,STANDARD,Upson,,Montreal,WI,Iron County,46.36,-90.4,US,0,0,
54566,STANDARD,Wabeno,,"Carter, Padus, Soperton",WI,Forest County,45.43,-88.66,US,0,1273,
54568,STANDARD,Woodruff,Arbor Vitae,,WI,Vilas County,45.9,-89.69,US,0,4817,
54601,STANDARD,La Crosse,,"Barre Mills, Campbell, French Island, Shelby",WI,La Crosse County,43.82,-91.23,US,0,33522,
54603,STANDARD,La Crosse,,Lacrosse,WI,La Crosse County,43.82,-91.23,US,0,11465,
54610,STANDARD,Alma,,Cream,WI,Buffalo County,44.33,-91.92,US,0,1506,
54611,STANDARD,Alma Center,,,WI,Jackson County,44.43,-90.91,US,0,1120,
54612,STANDARD,Arcadia,,,WI,Trempealeau County,44.25,-91.49,US,0,4707,
54613,STANDARD,Arkdale,,"Big Flats, Monroe Center",WI,Adams County,44.03,-89.88,US,0,1475,
54614,STANDARD,Bangor,,"Middle Ridge, Newburg Corners",WI,La Crosse County,43.89,-90.99,US,0,2479,
54615,STANDARD,Black River Falls,Blk River Fls,Blk Riv Falls,WI,Jackson County,44.29,-90.84,US,0,8455,
54616,STANDARD,Blair,,,WI,Trempealeau County,44.29,-91.22,US,0,1995,
54618,STANDARD,Camp Douglas,Cutler,,WI,Juneau County,43.91,-90.26,US,0,1963,
54619,STANDARD,Cashton,,,WI,Monroe County,43.74,-90.78,US,0,2686,
54621,STANDARD,Chaseburg,,,WI,Vernon County,43.65,-91.09,US,0,952,
54622,STANDARD,Cochrane,"Buffalo City, Waumandee",,WI,Buffalo County,44.22,-91.83,US,0,1887,
54623,STANDARD,Coon Valley,,,WI,Vernon County,43.7,-91.01,US,0,1754,
54624,STANDARD,De Soto,Victory,,WI,Vernon County,43.42,-91.19,US,0,1157,
54625,STANDARD,Dodge,,,WI,Trempealeau County,44.13,-91.56,US,0,0,
54626,STANDARD,Eastman,Lynxville,,WI,Crawford County,43.16,-91.02,US,0,1080,
54627,STANDARD,Ettrick,,,WI,Trempealeau County,44.16,-91.26,US,0,1793,
54628,STANDARD,Ferryville,,,WI,Crawford County,43.34,-91.08,US,0,957,
54629,STANDARD,Fountain City,,,WI,Buffalo County,44.11,-91.69,US,0,2318,
54630,STANDARD,Galesville,,Centerville,WI,Trempealeau County,44.08,-91.35,US,0,3387,
54631,STANDARD,Gays Mills,,Bell Center,WI,Crawford County,43.32,-90.85,US,0,1460,
54632,STANDARD,Genoa,,,WI,Vernon County,43.57,-91.22,US,0,1031,
54634,STANDARD,Hillsboro,"Bloom City, Yuba",,WI,Vernon County,43.65,-90.33,US,0,2969,
54635,STANDARD,Hixton,Northfield,,WI,Jackson County,44.38,-91.01,US,0,1514,
54636,STANDARD,Holmen,,,WI,La Crosse County,43.95,-91.25,US,0,11872,
54638,STANDARD,Kendall,,,WI,Monroe County,43.79,-90.36,US,0,1269,
54639,STANDARD,La Farge,West Lima,,WI,Vernon County,43.57,-90.63,US,0,1639,
54642,STANDARD,Melrose,,,WI,Jackson County,44.13,-90.99,US,0,1699,
54644,STANDARD,Mindoro,,,WI,La Crosse County,44.01,-91.09,US,0,1288,
54646,STANDARD,Necedah,,Cutler,WI,Juneau County,44.02,-90.07,US,0,3100,
54648,STANDARD,Norwalk,,,WI,Monroe County,43.83,-90.62,US,0,1436,
54650,STANDARD,Onalaska,,,WI,La Crosse County,43.88,-91.21,US,0,20299,
54651,STANDARD,Ontario,,,WI,Vernon County,43.72,-90.59,US,0,948,
54652,STANDARD,Readstown,,,WI,Vernon County,43.44,-90.75,US,0,724,
54653,STANDARD,Rockland,,,WI,La Crosse County,43.9,-90.91,US,0,883,
54655,STANDARD,Soldiers Grove,Soldier Grove,,WI,Crawford County,43.39,-90.77,US,0,1409,
54656,STANDARD,Sparta,Fort Mccoy,Camp Mccoy,WI,Monroe County,43.94,-90.8,US,0,14730,
54657,STANDARD,Steuben,,,WI,Crawford County,43.18,-90.85,US,0,0,
54658,STANDARD,Stoddard,,,WI,Vernon County,43.66,-91.21,US,0,2206,
54659,STANDARD,Taylor,,,WI,Jackson County,44.32,-91.12,US,0,1000,
54660,STANDARD,Tomah,Wyeville,,WI,Monroe County,43.98,-90.5,US,0,13215,
54661,STANDARD,Trempealeau,,,WI,Trempealeau County,44,-91.43,US,0,2961,
54664,STANDARD,Viola,,,WI,Richland County,43.5,-90.67,US,0,1254,
54665,STANDARD,Viroqua,,,WI,Vernon County,43.55,-90.88,US,0,6813,
54666,STANDARD,Warrens,,,WI,Monroe County,44.13,-90.5,US,0,2075,
54667,STANDARD,Westby,,Bloomingdale,WI,Vernon County,43.65,-90.85,US,0,3846,
54669,STANDARD,West Salem,,,WI,La Crosse County,43.89,-91.08,US,0,6713,
54670,STANDARD,Wilton,,,WI,Monroe County,43.81,-90.52,US,0,1150,
54701,STANDARD,Eau Claire,,Caryville,WI,Eau Claire County,44.82,-91.49,US,0,28813,
54703,STANDARD,Eau Claire,,Hallie,WI,Eau Claire County,44.82,-91.49,US,0,32547,
54720,STANDARD,Altoona,,,WI,Eau Claire County,44.8,-91.44,US,0,5898,
54721,STANDARD,Arkansaw,,,WI,Pepin County,44.62,-92.06,US,0,1164,
54722,STANDARD,Augusta,,,WI,Eau Claire County,44.67,-91.12,US,0,2953,
54723,STANDARD,Bay City,,,WI,Pierce County,44.58,-92.45,US,0,1066,
54724,STANDARD,Bloomer,,Eagleton,WI,Chippewa County,45.1,-91.49,US,0,6192,
54725,STANDARD,Boyceville,,Connorsville,WI,Dunn County,45.04,-92.03,US,0,2437,
54726,STANDARD,Boyd,,Edson,WI,Chippewa County,44.95,-91.04,US,0,1477,
54727,STANDARD,Cadott,,Crescent,WI,Chippewa County,44.95,-91.15,US,0,4126,
54728,STANDARD,Chetek,,,WI,Barron County,45.31,-91.65,US,0,5213,
54729,STANDARD,Chippewa Falls,"Chippewa Fls, Lake Hallie","Bateman, Eagle Point, Hallie, Lafayette, Lake Wissota, Tilden",WI,Chippewa County,44.93,-91.39,US,0,26758,
54730,STANDARD,Colfax,,Albertville,WI,Dunn County,44.99,-91.72,US,0,4266,
54731,STANDARD,Conrath,,,WI,Rusk County,45.38,-91.03,US,0,552,
54732,STANDARD,Cornell,,,WI,Chippewa County,45.16,-91.15,US,0,2326,
54733,STANDARD,Dallas,Hillsdale,,WI,Barron County,45.25,-91.81,US,0,1149,
54734,STANDARD,Downing,,,WI,Dunn County,45.04,-92.12,US,0,703,
54736,STANDARD,Durand,,,WI,Pepin County,44.62,-91.96,US,0,3586,
54737,STANDARD,Eau Galle,,,WI,Dunn County,44.72,-92.04,US,0,0,
54738,STANDARD,Eleva,,Cleghorn,WI,Eau Claire County,44.57,-91.47,US,0,3015,
54739,STANDARD,Elk Mound,,,WI,Dunn County,44.87,-91.68,US,0,4161,
54740,STANDARD,Elmwood,,,WI,Pierce County,44.78,-92.14,US,0,1735,
54741,STANDARD,Fairchild,,,WI,Eau Claire County,44.6,-90.95,US,0,1236,
54742,STANDARD,Fall Creek,,Brackett,WI,Eau Claire County,44.76,-91.27,US,0,4070,
54745,STANDARD,Holcombe,,Lake Holcombe,WI,Chippewa County,45.25,-91.15,US,0,1892,
54746,STANDARD,Humbird,,,WI,Clark County,44.53,-90.9,US,0,620,
54747,STANDARD,Independence,,Elk Creek,WI,Trempealeau County,44.36,-91.41,US,0,2318,
54748,STANDARD,Jim Falls,,,WI,Chippewa County,45.07,-91.26,US,0,1123,
54749,STANDARD,Knapp,,,WI,Dunn County,44.95,-92.07,US,0,1026,
54750,STANDARD,Maiden Rock,,,WI,Pierce County,44.56,-92.3,US,0,978,
54751,STANDARD,Menomonie,,"Cedar Falls, North Menomonie, Rusk",WI,Dunn County,44.88,-91.91,US,0,16951,
54754,STANDARD,Merrillan,,Hatfield,WI,Clark County,44.45,-90.83,US,0,1334,
54755,STANDARD,Mondovi,Modena,,WI,Buffalo County,44.56,-91.66,US,0,5799,
54756,STANDARD,Nelson,,,WI,Buffalo County,44.42,-92,US,0,829,
54757,STANDARD,New Auburn,,Island Lake,WI,Chippewa County,45.19,-91.56,US,0,2688,
54758,STANDARD,Osseo,,Foster,WI,Trempealeau County,44.57,-91.21,US,0,3865,
54759,STANDARD,Pepin,,,WI,Pepin County,44.44,-92.14,US,0,1247,
54761,STANDARD,Plum City,,,WI,Pierce County,44.63,-92.19,US,0,1039,
54762,STANDARD,Prairie Farm,,,WI,Barron County,45.23,-91.98,US,0,1052,
54763,STANDARD,Ridgeland,,,WI,Dunn County,45.2,-91.89,US,0,922,
54766,STANDARD,Sheldon,,,WI,Taylor County,45.31,-90.95,US,0,1277,
54767,STANDARD,Spring Valley,,Martell,WI,Pierce County,44.85,-92.23,US,0,2755,
54768,STANDARD,Stanley,,,WI,Chippewa County,44.96,-90.94,US,0,3469,
54769,STANDARD,Stockholm,,,WI,Pepin County,44.48,-92.26,US,0,452,
54770,STANDARD,Strum,,,WI,Trempealeau County,44.55,-91.38,US,0,1910,
54771,STANDARD,Thorp,,,WI,Clark County,44.95,-90.8,US,0,3169,
54772,STANDARD,Wheeler,,,WI,Dunn County,45.04,-91.9,US,0,934,
54773,STANDARD,Whitehall,,,WI,Trempealeau County,44.36,-91.31,US,0,2695,
54801,STANDARD,Spooner,,,WI,Washburn County,45.82,-91.89,US,0,5608,
54805,STANDARD,Almena,,,WI,Barron County,45.41,-92.03,US,0,1276,
54806,STANDARD,Ashland,"Moquah, Sanborn","Bad River Indian Reservation, Lac Courte Oreilles Indian R, Lac Du Flambeau Reservation, Oneida Indian Reservation, Potawatomi Indian Reservatio, Red Cliff Indian Reservation, Stockbridge Indian Reservati",WI,Ashland County,46.57,-90.87,US,0,9183,
54810,STANDARD,Balsam Lake,,,WI,Polk County,45.45,-92.45,US,0,2123,
54812,STANDARD,Barron,Poskin,,WI,Barron County,45.4,-91.84,US,0,4756,
54813,STANDARD,Barronett,,,WI,Washburn County,45.63,-92.04,US,0,570,
54814,STANDARD,Bayfield,,"Apostle Islands National Lak, Red Cliff",WI,Bayfield County,46.81,-90.82,US,0,2122,
54817,STANDARD,Birchwood,,,WI,Washburn County,45.65,-91.55,US,0,2013,
54819,STANDARD,Bruce,,,WI,Rusk County,45.45,-91.27,US,0,2050,
54820,STANDARD,Brule,,,WI,Douglas County,46.55,-91.57,US,0,727,
54821,STANDARD,Cable,,,WI,Bayfield County,46.19,-91.3,US,0,1229,
54822,STANDARD,Cameron,,,WI,Barron County,45.4,-91.74,US,0,3836,
54824,STANDARD,Centuria,,,WI,Polk County,45.44,-92.55,US,0,1788,
54826,STANDARD,Comstock,,,WI,Barron County,45.49,-92.09,US,0,623,
54827,STANDARD,Cornucopia,,,WI,Bayfield County,46.79,-91.1,US,0,0,
54828,STANDARD,Couderay,New Post,,WI,Sawyer County,45.79,-91.29,US,0,511,
54829,STANDARD,Cumberland,,,WI,Barron County,45.53,-92.02,US,0,4649,
54830,STANDARD,Danbury,"Dairyland, Webb Lake, Yellow Lake",,WI,Burnett County,46,-92.37,US,0,2464,
54832,STANDARD,Drummond,,,WI,Bayfield County,46.33,-91.25,US,0,0,
54835,STANDARD,Exeland,,,WI,Sawyer County,45.66,-91.24,US,0,852,
54836,STANDARD,Foxboro,,,WI,Douglas County,46.48,-92.28,US,0,936,
54837,STANDARD,Frederic,"Clam Falls, Lewis",Trade Lake,WI,Polk County,45.65,-92.46,US,0,3103,
54838,STANDARD,Gordon,Wascott,,WI,Douglas County,46.24,-91.79,US,0,945,
54839,STANDARD,Grand View,,,WI,Bayfield County,46.36,-91.1,US,0,0,
54840,STANDARD,Grantsburg,,,WI,Burnett County,45.78,-92.68,US,0,4046,
54841,STANDARD,Haugen,,,WI,Barron County,45.6,-91.77,US,0,0,
54843,STANDARD,Hayward,"N Woods Beach, North Woods Beach",Lco Commercial Cent,WI,Sawyer County,46.01,-91.48,US,0,10035,
54844,STANDARD,Herbster,,,WI,Bayfield County,46.83,-91.26,US,0,0,
54845,STANDARD,Hertel,,,WI,Burnett County,45.8,-92.17,US,0,0,
54846,STANDARD,High Bridge,"Highbridge, Marengo",,WI,Ashland County,46.38,-90.73,US,0,470,
54847,STANDARD,Iron River,,,WI,Bayfield County,46.56,-91.4,US,0,2067,
54848,STANDARD,Ladysmith,,,WI,Rusk County,45.46,-91.09,US,0,4949,
54849,STANDARD,Lake Nebagamon,Lk Nebagamon,,WI,Douglas County,46.5,-91.69,US,0,1725,
54853,STANDARD,Luck,,,WI,Polk County,45.57,-92.46,US,0,3266,
54854,STANDARD,Maple,,,WI,Douglas County,46.58,-91.72,US,0,771,
54855,STANDARD,Marengo,,,WI,Ashland County,46.42,-90.81,US,0,593,
54856,STANDARD,Mason,Delta,,WI,Bayfield County,46.43,-91.06,US,0,1336,
54858,STANDARD,Milltown,,,WI,Polk County,45.52,-92.49,US,0,1224,
54859,STANDARD,Minong,,Wascott,WI,Washburn County,46.09,-91.82,US,0,1706,
54862,STANDARD,Ojibwa,,Winter,WI,Sawyer County,45.79,-91.11,US,0,0,
54864,STANDARD,Poplar,,,WI,Douglas County,46.58,-91.78,US,0,1266,
54865,STANDARD,Port Wing,,,WI,Bayfield County,46.77,-91.38,US,0,0,
54867,STANDARD,Radisson,,,WI,Sawyer County,45.76,-91.21,US,0,0,
54868,STANDARD,Rice Lake,Canton,,WI,Barron County,45.49,-91.73,US,0,12887,
54870,STANDARD,Sarona,,,WI,Washburn County,45.71,-91.8,US,0,1339,
54871,STANDARD,Shell Lake,,,WI,Washburn County,45.73,-91.89,US,0,2668,
54872,STANDARD,Siren,,,WI,Burnett County,45.78,-92.38,US,0,2172,
54873,STANDARD,Solon Springs,"Barnes, Bennett",,WI,Douglas County,46.34,-91.82,US,0,2447,
54874,STANDARD,South Range,Wentworth,,WI,Douglas County,46.58,-91.93,US,0,2947,
54875,STANDARD,Springbrook,,,WI,Washburn County,45.94,-91.68,US,0,876,
54876,STANDARD,Stone Lake,,,WI,Sawyer County,45.84,-91.54,US,0,1439,
54880,STANDARD,Superior,Oliver,,WI,Douglas County,46.67,-92.08,US,0,23716,
54888,STANDARD,Trego,,,WI,Washburn County,45.89,-91.82,US,0,1294,
54889,STANDARD,Turtle Lake,,,WI,Polk County,45.39,-92.14,US,0,2388,
54891,STANDARD,Washburn,,,WI,Bayfield County,46.67,-90.89,US,0,2834,
54893,STANDARD,Webster,,,WI,Burnett County,45.87,-92.36,US,0,3218,
54895,STANDARD,Weyerhaeuser,,,WI,Rusk County,45.42,-91.41,US,0,822,
54896,STANDARD,Winter,Loretta,,WI,Sawyer County,45.82,-91.01,US,0,1313,
54901,STANDARD,Oshkosh,,,WI,Winnebago County,44.01,-88.55,US,0,23996,
54902,STANDARD,Oshkosh,,,WI,Winnebago County,44.01,-88.55,US,0,18650,
54904,STANDARD,Oshkosh,,,WI,Winnebago County,44.01,-88.55,US,0,18688,
54909,STANDARD,Almond,,,WI,Portage County,44.26,-89.4,US,0,1773,
54911,STANDARD,Appleton,"Grand Chute, Little Chute",,WI,Outagamie County,44.26,-88.39,US,0,21355,
54913,STANDARD,Appleton,"Freedom, Grand Chute",,WI,Outagamie County,44.26,-88.39,US,0,15663,
54914,STANDARD,Appleton,Grand Chute,,WI,Outagamie County,44.26,-88.39,US,0,25908,
54915,STANDARD,Appleton,Grand Chute,,WI,Outagamie County,44.26,-88.39,US,0,36576,
54921,STANDARD,Bancroft,,,WI,Portage County,44.31,-89.51,US,0,1242,
54922,STANDARD,Bear Creek,,,WI,Outagamie County,44.53,-88.72,US,0,1281,
54923,STANDARD,Berlin,,Auroraville,WI,Waushara County,43.97,-88.95,US,0,7417,
54928,STANDARD,Caroline,,,WI,Shawano County,44.71,-88.88,US,0,0,
54929,STANDARD,Clintonville,,,WI,Waupaca County,44.62,-88.75,US,0,7331,
54930,STANDARD,Coloma,,"Pleasant Lake, Richford",WI,Waushara County,44.03,-89.51,US,0,1400,
54932,STANDARD,Eldorado,,,WI,Fond Du Lac County,43.84,-88.64,US,0,995,
54935,STANDARD,Fond Du Lac,"N Fond Du Lac, North Fond Du Lac, Taycheedah",Fdl,WI,Fond Du Lac County,43.77,-88.44,US,0,36472,
54937,STANDARD,Fond Du Lac,"N Fond Du Lac, North Fond Du Lac",,WI,Fond Du Lac County,43.77,-88.44,US,0,13861,
54940,STANDARD,Fremont,,Tustin,WI,Waupaca County,44.25,-88.87,US,0,3575,
54941,STANDARD,Green Lake,,,WI,Green Lake County,43.84,-88.95,US,0,2449,
54942,STANDARD,Greenville,,,WI,Outagamie County,44.29,-88.53,US,0,7278,
54943,STANDARD,Hancock,,,WI,Waushara County,44.13,-89.52,US,0,1552,
54944,STANDARD,Hortonville,Medina,,WI,Outagamie County,44.33,-88.63,US,0,7598,
54945,STANDARD,Iola,,,WI,Waupaca County,44.5,-89.12,US,0,3077,
54947,STANDARD,Larsen,,Winchester,WI,Winnebago County,44.18,-88.61,US,0,2461,
54948,STANDARD,Leopolis,,,WI,Shawano County,44.76,-88.83,US,0,0,
54949,STANDARD,Manawa,,,WI,Waupaca County,44.46,-88.92,US,0,3041,
54950,STANDARD,Marion,,,WI,Waupaca County,44.67,-88.88,US,0,2448,
54952,STANDARD,Menasha,,,WI,Winnebago County,44.21,-88.43,US,0,21502,
54956,STANDARD,Neenah,,,WI,Winnebago County,44.16,-88.47,US,0,37234,
54960,STANDARD,Neshkoro,,,WI,Marquette County,43.96,-89.21,US,0,2353,
54961,STANDARD,New London,Royalton,,WI,Waupaca County,44.39,-88.73,US,0,12143,
54962,STANDARD,Ogdensburg,,,WI,Waupaca County,44.45,-89.03,US,0,1001,
54963,STANDARD,Omro,,,WI,Winnebago County,44.03,-88.74,US,0,5976,
54964,STANDARD,Pickett,,,WI,Winnebago County,43.91,-88.73,US,0,1008,
54965,STANDARD,Pine River,,,WI,Waushara County,44.15,-89.08,US,0,1144,
54966,STANDARD,Plainfield,,,WI,Waushara County,44.21,-89.49,US,0,1808,
54967,STANDARD,Poy Sippi,,,WI,Waushara County,44.13,-89,US,0,0,
54968,STANDARD,Princeton,,,WI,Green Lake County,43.85,-89.12,US,0,2528,
54970,STANDARD,Redgranite,,Lohrville,WI,Waushara County,44.05,-89.1,US,0,2376,
54971,STANDARD,Ripon,,,WI,Fond Du Lac County,43.84,-88.84,US,0,8697,
54974,STANDARD,Rosendale,,,WI,Fond Du Lac County,43.8,-88.67,US,0,1480,
54977,STANDARD,Scandinavia,,,WI,Waupaca County,44.46,-89.14,US,0,1175,
54978,STANDARD,Tilleda,,,WI,Shawano County,44.81,-88.9,US,0,0,
54979,STANDARD,Van Dyne,,,WI,Fond Du Lac County,43.87,-88.52,US,0,1426,
54981,STANDARD,Waupaca,,,WI,Waupaca County,44.35,-89.07,US,0,12600,
54982,STANDARD,Wautoma,,,WI,Waushara County,44.06,-89.29,US,0,5982,
54983,STANDARD,Weyauwega,,,WI,Waupaca County,44.32,-88.92,US,0,3961,
54984,STANDARD,Wild Rose,,,WI,Waushara County,44.17,-89.24,US,0,2719,
54986,STANDARD,Winneconne,,,WI,Winnebago County,44.11,-88.71,US,0,4278,
55001,STANDARD,Afton,,,MN,Washington County,44.9,-92.81,US,0,2750,
55003,STANDARD,Bayport,,"Baytown, Douglas",MN,Washington County,45.01,-92.78,US,0,1707,
55005,STANDARD,Bethel,East Bethel,"Linwood, Oak Grove",MN,Anoka County,45.4,-93.26,US,0,3718,
55006,STANDARD,Braham,,"Day, Grass Lake",MN,Isanti County,45.72,-93.17,US,0,3121,
55007,STANDARD,Brook Park,,Quamba,MN,Pine County,45.94,-93.07,US,0,1954,
55008,STANDARD,Cambridge,,"Edgewood, Spectacle Lake",MN,Isanti County,45.56,-93.22,US,0,12059,
55009,STANDARD,Cannon Falls,,"Miesville, Wastedo, White Rock",MN,Goodhue County,44.51,-92.9,US,0,7157,
55011,STANDARD,Cedar,"Cedar E Bethl, Cedar East Bethel, East Bethel, Oak Grove",,MN,Anoka County,45.34,-93.24,US,0,9021,
55012,STANDARD,Center City,,Chisago Lake,MN,Chisago County,45.39,-92.81,US,0,1720,
55013,STANDARD,Chisago City,,,MN,Chisago County,45.37,-92.88,US,0,5532,
55014,STANDARD,Circle Pines,Lino Lakes,"Blaine, Columbus, Lexington",MN,Anoka County,45.13,-93.15,US,0,23573,
55016,STANDARD,Cottage Grove,,,MN,Washington County,44.81,-92.92,US,0,29532,
55017,STANDARD,Dalbo,,,MN,Isanti County,45.68,-93.45,US,0,580,
55018,STANDARD,Dennison,Stanton,,MN,Goodhue County,44.4,-93.02,US,0,885,
55019,STANDARD,Dundas,,,MN,Rice County,44.42,-93.2,US,0,1610,
55020,STANDARD,Elko New Market,"Elko, Elko New Mrkt",,MN,Scott County,44.56,-93.32,US,0,3023,
55021,STANDARD,Faribault,,,MN,Rice County,44.29,-93.27,US,0,22884,
55024,STANDARD,Farmington,,"Lakeville, Lakevle",MN,Dakota County,44.65,-93.17,US,0,26991,
55025,STANDARD,Forest Lake,Columbus,,MN,Washington County,45.27,-92.98,US,0,19742,
55026,STANDARD,Frontenac,,,MN,Goodhue County,44.49,-92.35,US,0,0,
55027,STANDARD,Goodhue,Bellechester,,MN,Goodhue County,44.4,-92.62,US,0,2544,
55030,STANDARD,Grasston,,,MN,Pine County,45.85,-93.08,US,0,1032,
55031,STANDARD,Hampton,New Trier,,MN,Dakota County,44.6,-93,US,0,1764,
55032,STANDARD,Harris,,,MN,Chisago County,45.6,-92.98,US,0,3026,
55033,STANDARD,Hastings,,,MN,Dakota County,44.73,-92.85,US,0,25103,
55036,STANDARD,Henriette,Grasston,,MN,Pine County,45.87,-93.12,US,0,0,
55037,STANDARD,Hinckley,,,MN,Pine County,46.01,-92.93,US,0,3823,
55038,STANDARD,Hugo,"Centerville, Lino Lakes",Columbus,MN,Washington County,45.15,-92.96,US,0,17873,
55040,STANDARD,Isanti,,,MN,Isanti County,45.48,-93.25,US,0,10429,
55041,STANDARD,Lake City,,,MN,Wabasha County,44.44,-92.27,US,0,6678,
55042,STANDARD,Lake Elmo,,Oakdale,MN,Washington County,44.99,-92.9,US,0,7753,
55043,STANDARD,Lakeland,"Lake Saint Croix Beach, Lakeland Shores, Lakeland Shrs, Saint Marys Point, St Croix Bch, St Croix Beach, St Marys Point, St Marys Pt",,MN,Washington County,44.95,-92.77,US,0,3295,
55044,STANDARD,Lakeville,,"Antlers Park, Argonne",MN,Dakota County,44.67,-93.24,US,0,41090,
55045,STANDARD,Lindstrom,,,MN,Chisago County,45.38,-92.84,US,0,6536,
55046,STANDARD,Lonsdale,Veseli,,MN,Rice County,44.47,-93.42,US,0,4254,
55047,STANDARD,Marine On Saint Croix,Marine St Crx,"Marine, Marine On St Croix, New Scandia, St Croix",MN,Washington County,45.2,-92.78,US,0,2345,
55049,STANDARD,Medford,,Deerfield,MN,Steele County,44.17,-93.24,US,0,2182,
55051,STANDARD,Mora,,"Brunswick, Knife Lake, Quamba, Warman",MN,Kanabec County,45.87,-93.29,US,0,7688,
55052,STANDARD,Morristown,,,MN,Rice County,44.22,-93.44,US,0,1695,
55053,STANDARD,Nerstrand,,Wheeling,MN,Rice County,44.34,-93.06,US,0,903,
55054,STANDARD,Elko New Market,"Elko New Mrkt, New Market",,MN,Scott County,44.57,-93.34,US,0,1662,
55055,STANDARD,Newport,,,MN,Washington County,44.87,-92.99,US,0,2742,
55056,STANDARD,North Branch,,"Branch, Sunrise, Weber",MN,Chisago County,45.51,-92.97,US,0,11285,
55057,STANDARD,Northfield,,Waterford,MN,Rice County,44.45,-93.16,US,0,17172,
55060,STANDARD,Owatonna,,"Havana, Litomysl, Pratt",MN,Steele County,44.08,-93.22,US,0,25176,
55063,STANDARD,Pine City,Beroun,"Chengwatana, West Rock",MN,Pine County,45.83,-92.96,US,0,7226,
55065,STANDARD,Randolph,,,MN,Dakota County,44.52,-93.01,US,0,974,
55066,STANDARD,Red Wing,,,MN,Goodhue County,44.58,-92.6,US,0,15965,
55068,STANDARD,Rosemount,,Lakeville,MN,Dakota County,44.74,-93.07,US,0,24049,
55069,STANDARD,Rush City,,,MN,Chisago County,45.68,-92.96,US,0,3881,
55070,STANDARD,Saint Francis,,St Francis,MN,Anoka County,45.39,-93.38,US,0,6077,
55071,STANDARD,Saint Paul Park,St Paul Park,Grey Cloud Island,MN,Washington County,44.83,-92.99,US,0,4596,
55072,STANDARD,Sandstone,Markville,"Danforth, Dell Grove, Groningen",MN,Pine County,46.12,-92.86,US,0,2569,
55073,STANDARD,Scandia,,"Copas, New Scandia, Otisville",MN,Washington County,45.27,-92.82,US,0,2930,
55074,STANDARD,Shafer,,Franconia,MN,Chisago County,45.38,-92.74,US,0,1792,
55075,STANDARD,South Saint Paul,South St Paul,"S Saint Paul, So Saint Paul",MN,Dakota County,44.88,-93.04,US,0,16581,
55076,STANDARD,Inver Grove Heights,"Inver Grove, South Saint Paul, South St Paul",,MN,Dakota County,44.82,-93.05,US,0,18797,
55077,STANDARD,Inver Grove Heights,"Inver Grove, South Saint Paul, South St Paul, Sunfish Lake",,MN,Dakota County,44.82,-93.05,US,0,10368,
55079,STANDARD,Stacy,,"Lent, Martin Lake",MN,Anoka County,45.39,-92.98,US,0,7283,
55080,STANDARD,Stanchfield,,Stanford,MN,Isanti County,45.66,-93.26,US,0,2313,
55082,STANDARD,Stillwater,"Oak Park Heights, Oak Park Hgts, Oak Park Hts, W Lakeland, West Lakeland",Grant Township,MN,Washington County,45.05,-92.82,US,0,30430,
55084,STANDARD,Taylors Falls,,Palmdale,MN,Chisago County,45.41,-92.66,US,0,1470,
55087,STANDARD,Warsaw,,,MN,Rice County,44.23,-93.34,US,0,0,
55088,STANDARD,Webster,,,MN,Rice County,44.5,-93.34,US,0,1582,
55089,STANDARD,Welch,,"Etter, Vasa",MN,Goodhue County,44.59,-92.71,US,0,1631,
55092,STANDARD,Wyoming,East Bethel,Columbus,MN,Anoka County,45.33,-92.99,US,0,9399,
55101,STANDARD,Saint Paul,,,MN,Ramsey County,44.94,-93.1,US,0,4516,
55102,STANDARD,Saint Paul,,,MN,Ramsey County,44.94,-93.1,US,0,12963,
55103,STANDARD,Saint Paul,,,MN,Ramsey County,44.94,-93.1,US,0,8535,
55104,STANDARD,Saint Paul,,,MN,Ramsey County,44.94,-93.1,US,0,30008,
55105,STANDARD,Saint Paul,,,MN,Ramsey County,44.94,-93.1,US,0,21132,
55106,STANDARD,Saint Paul,,Maplewood,MN,Ramsey County,44.94,-93.1,US,0,36448,
